,brightness,confidence,bright_t31,frp,daynight,lulc,month,period_day,plant_harvest
1279,324.8,41,308.1,29.5,D,Shrubland,March,morning,No
1280,308.5,34,297.7,5.1,N,Shrubland,March,afternoon,No
1281,321.1,46,305.4,11.1,D,Shrubland,March,morning,No
1282,329.8,67,315.7,14.3,D,Shrubland,March,morning,No
1283,328.3,46,314.5,11.0,D,Shrubland,March,morning,No
1284,330.5,70,311.9,25.1,D,Shrubland,March,morning,No
1285,325.3,55,312.0,11.7,D,Shrubland,March,morning,No
1286,331.8,56,314.0,12.4,D,Shrubland,March,morning,No
1287,339.1,70,319.6,20.5,D,Shrubland,March,morning,No
1288,333.2,64,315.8,16.8,D,Shrubland,March,morning,No
1289,333.5,68,317.3,15.6,D,Shrubland,March,morning,No
1290,331.3,46,316.5,9.1,D,Shrubland,March,morning,No
1291,343.9,86,315.7,37.0,D,Shrubland,March,morning,No
1292,332.9,64,313.8,15.8,D,Shrubland,March,morning,No
1293,336.7,76,315.4,22.7,D,Shrubland,March,morning,No
1294,331.0,58,316.8,12.6,D,Shrubland,March,morning,No
1295,336.0,58,322.8,11.3,D,Shrubland,March,morning,No
1296,333.0,35,319.6,11.4,D,Shrubland,March,morning,No
1297,332.9,60,316.6,14.6,D,Shrubland,March,morning,No
1298,331.5,51,315.9,10.4,D,Shrubland,March,morning,No
1299,333.1,56,319.6,12.8,D,Shrubland,March,morning,No
1300,330.0,69,309.4,22.2,D,Shrubland,March,morning,No
1301,331.4,66,317.5,13.6,D,Shrubland,March,morning,No
1302,330.3,63,316.0,11.6,D,Shrubland,March,morning,No
1303,344.6,88,316.0,41.2,D,Shrubland,March,morning,No
1304,334.9,69,322.0,9.9,D,Shrubland,March,morning,No
1305,334.6,72,315.7,18.2,D,Shrubland,March,morning,No
1306,332.5,59,314.7,13.9,D,Shrubland,March,morning,No
1307,326.6,42,311.4,10.0,D,Shrubland,March,morning,No
1308,324.6,33,306.8,8.9,D,Shrubland,March,morning,No
1309,325.0,32,309.8,9.3,D,Shrubland,March,morning,No
1310,329.8,63,312.0,10.1,D,Shrubland,March,morning,No
1311,330.2,63,315.1,7.7,D,Shrubland,March,morning,No
1312,332.7,64,315.7,10.2,D,Shrubland,March,morning,No
1313,334.8,62,317.5,10.4,D,Shrubland,March,morning,No
1314,325.5,57,306.4,11.4,D,Shrubland,March,morning,No
1315,328.2,48,309.7,13.4,D,Shrubland,March,morning,No
1316,331.8,74,309.5,19.3,D,Shrubland,March,morning,No
1317,330.8,66,309.4,21.8,D,Shrubland,March,morning,No
1318,323.5,44,308.9,7.1,D,Shrubland,March,morning,No
1319,326.8,44,309.4,6.8,D,Shrubland,March,morning,No
1320,326.9,66,309.4,9.9,D,Shrubland,March,morning,No
1321,328.7,71,308.9,10.5,D,Shrubland,March,morning,No
1322,328.9,65,307.8,9.1,D,Shrubland,March,morning,No
1323,327.4,63,308.3,7.2,D,Shrubland,March,morning,No
1324,325.3,64,303.8,10.6,D,Shrubland,March,morning,No
1325,327.5,60,308.1,7.6,D,Shrubland,March,morning,No
1326,331.5,69,306.9,18.0,D,Shrubland,March,morning,No
1327,332.4,72,308.8,20.4,D,Shrubland,March,morning,No
1328,334.4,76,308.8,26.3,D,Shrubland,March,morning,No
1329,331.4,69,308.2,17.0,D,Shrubland,April,morning,Yes
1330,330.1,26,310.3,11.6,D,Shrubland,April,morning,Yes
1331,333.0,63,312.6,11.2,D,Shrubland,April,morning,Yes
1332,332.1,54,315.8,6.5,D,Shrubland,April,morning,Yes
1333,331.8,62,312.9,9.5,D,Shrubland,April,morning,Yes
1334,338.5,78,310.4,24.1,D,Shrubland,April,morning,Yes
1335,332.8,66,310.0,14.1,D,Shrubland,April,morning,Yes
1336,326.8,48,307.3,19.2,D,Shrubland,April,morning,Yes
1337,305.0,47,294.2,7.1,N,Shrubland,April,evening,Yes
1338,330.4,67,311.8,9.9,D,Shrubland,April,morning,Yes
1339,338.6,67,317.9,18.1,D,Shrubland,April,morning,Yes
1340,331.1,70,309.7,22.2,D,Shrubland,April,morning,Yes
1341,332.2,71,310.2,26.3,D,Shrubland,April,morning,Yes
1342,331.9,72,310.8,26.1,D,Shrubland,April,morning,Yes
1343,340.7,84,312.0,56.7,D,Shrubland,April,morning,Yes
1344,332.8,72,311.5,27.9,D,Shrubland,April,morning,Yes
1345,327.5,61,307.1,12.3,D,Shrubland,April,morning,Yes
1346,330.3,58,309.4,16.4,D,Shrubland,April,morning,Yes
1347,334.5,72,310.0,30.4,D,Shrubland,April,morning,Yes
1348,330.8,48,311.0,14.7,D,Shrubland,April,morning,Yes
1349,337.2,75,315.6,16.5,D,Shrubland,April,morning,Yes
1350,335.6,58,315.5,14.3,D,Shrubland,April,morning,Yes
1351,336.0,72,314.8,17.3,D,Shrubland,April,morning,Yes
1352,333.7,65,310.7,15.7,D,Shrubland,April,morning,Yes
1353,331.1,43,312.2,10.6,D,Shrubland,April,morning,Yes
1354,341.6,82,319.3,20.4,D,Shrubland,April,morning,Yes
1355,341.3,82,316.8,21.6,D,Shrubland,April,morning,Yes
1356,337.7,76,316.8,15.5,D,Shrubland,April,morning,Yes
1357,335.9,72,313.1,17.2,D,Shrubland,April,morning,Yes
1358,331.6,52,316.0,7.8,D,Shrubland,April,morning,Yes
1359,335.4,71,315.0,14.0,D,Shrubland,April,morning,Yes
1360,334.3,67,315.7,10.3,D,Shrubland,April,morning,Yes
1361,336.0,72,317.3,11.9,D,Shrubland,April,morning,Yes
1362,339.7,79,316.3,18.4,D,Shrubland,April,morning,Yes
1363,345.7,87,318.0,29.1,D,Shrubland,April,morning,Yes
1364,333.8,62,315.9,10.9,D,Shrubland,April,morning,Yes
1365,334.2,59,316.0,8.0,D,Shrubland,April,morning,Yes
1366,337.9,76,317.7,14.8,D,Shrubland,April,morning,Yes
1367,338.4,80,314.6,32.4,D,Shrubland,April,morning,Yes
1368,342.0,85,315.6,42.9,D,Shrubland,April,morning,Yes
1369,327.8,46,311.3,10.0,D,Shrubland,April,morning,Yes
1370,328.5,44,309.1,13.4,D,Shrubland,April,morning,Yes
1371,333.9,61,317.4,11.6,D,Shrubland,April,morning,Yes
1372,338.9,78,317.3,22.2,D,Shrubland,April,morning,Yes
1373,336.2,72,317.6,17.6,D,Shrubland,April,morning,Yes
1374,337.0,61,317.3,16.9,D,Shrubland,April,morning,Yes
1375,336.3,61,317.2,15.9,D,Shrubland,April,morning,Yes
1376,335.6,62,317.0,14.8,D,Shrubland,April,morning,Yes
1377,335.3,69,318.0,14.2,D,Shrubland,April,morning,Yes
1378,332.9,59,317.2,10.8,D,Shrubland,April,morning,Yes
1379,337.6,76,315.7,25.4,D,Shrubland,April,morning,Yes
1380,334.3,67,317.9,12.7,D,Shrubland,April,morning,Yes
1381,335.0,64,315.9,13.8,D,Shrubland,April,morning,Yes
1382,333.9,60,316.6,9.9,D,Shrubland,April,morning,Yes
1383,333.0,66,314.4,10.6,D,Shrubland,April,morning,Yes
1384,335.7,71,315.4,12.1,D,Shrubland,April,morning,Yes
1385,342.3,83,311.6,34.2,D,Shrubland,April,morning,Yes
1386,331.9,60,310.9,10.3,D,Shrubland,April,morning,Yes
1387,340.3,80,312.3,43.1,D,Shrubland,April,morning,Yes
1388,331.9,51,309.8,16.1,D,Shrubland,April,morning,Yes
1389,338.0,67,317.6,18.5,D,Shrubland,April,morning,Yes
1390,328.6,66,306.8,22.9,D,Shrubland,April,morning,Yes
1391,332.9,61,313.1,20.6,D,Shrubland,April,morning,Yes
1392,336.0,72,312.7,27.8,D,Shrubland,April,morning,Yes
1393,333.0,62,313.5,22.0,D,Shrubland,April,morning,Yes
1394,336.8,62,320.1,7.6,D,Shrubland,April,morning,Yes
1395,360.7,100,321.5,60.4,D,Shrubland,April,morning,Yes
1396,348.9,91,322.6,30.4,D,Shrubland,April,morning,Yes
1397,337.2,40,320.4,10.3,D,Shrubland,April,morning,Yes
1398,338.8,78,322.3,12.6,D,Shrubland,April,morning,Yes
1399,327.2,58,304.5,20.1,D,Shrubland,April,night,Yes
1400,337.4,75,312.6,12.2,D,Shrubland,April,morning,Yes
1401,345.7,87,314.2,26.9,D,Shrubland,April,morning,Yes
1402,333.5,76,310.1,19.7,D,Shrubland,April,morning,Yes
1403,336.2,73,310.4,49.2,D,Shrubland,April,morning,Yes
1404,336.5,74,315.1,12.5,D,Shrubland,May,morning,Yes
1405,335.1,60,310.4,24.6,D,Shrubland,May,morning,Yes
1406,308.5,41,297.6,4.1,N,Shrubland,May,afternoon,Yes
1407,329.5,29,306.7,9.2,D,Shrubland,May,morning,Yes
1408,333.5,50,306.3,13.0,D,Shrubland,May,morning,Yes
1409,337.1,75,306.6,20.3,D,Shrubland,May,morning,Yes
1410,329.7,63,311.4,14.6,D,Shrubland,May,morning,Yes
1411,331.6,36,312.9,16.2,D,Shrubland,May,morning,Yes
1412,352.4,95,313.2,75.4,D,Shrubland,May,morning,Yes
1413,333.1,55,310.8,9.4,D,Shrubland,May,morning,Yes
1414,304.7,61,290.4,9.1,N,Shrubland,December,evening,Yes
1415,313.5,58,301.3,11.3,D,Shrubland,December,morning,Yes
1416,322.6,76,305.5,23.3,D,Shrubland,December,morning,Yes
1417,319.4,72,302.5,11.2,D,Shrubland,December,morning,Yes
1418,314.0,66,299.2,7.1,D,Shrubland,January,morning,No
1419,313.3,39,301.9,7.9,D,Shrubland,January,morning,No
1420,319.1,63,304.8,11.6,D,Shrubland,January,morning,No
1421,320.7,68,304.4,14.7,D,Shrubland,January,morning,No
1422,319.1,66,302.2,20.7,D,Shrubland,January,morning,No
1423,314.8,53,302.6,7.4,D,Shrubland,January,morning,No
1424,321.5,72,303.1,13.8,D,Shrubland,January,morning,No
1425,316.8,57,304.0,7.8,D,Shrubland,January,morning,No
1426,318.0,46,301.6,14.2,D,Shrubland,January,morning,No
1427,322.2,61,308.3,9.8,D,Shrubland,January,morning,No
1428,317.9,29,306.8,4.2,D,Shrubland,January,morning,No
1429,320.0,27,306.7,10.4,D,Shrubland,February,morning,No
1430,315.9,58,301.3,11.0,D,Shrubland,February,morning,No
1431,323.6,71,304.7,13.6,D,Shrubland,February,morning,No
1432,320.3,31,306.0,9.3,D,Shrubland,February,morning,No
1433,318.8,58,304.2,7.9,D,Shrubland,February,morning,No
1434,319.8,39,305.5,6.4,D,Shrubland,February,morning,No
1435,327.3,73,308.5,16.1,D,Shrubland,February,morning,No
1436,321.6,58,306.3,8.6,D,Shrubland,February,morning,No
1437,319.7,39,306.1,6.6,D,Shrubland,February,morning,No
1438,319.7,52,308.3,6.2,D,Shrubland,February,morning,No
1439,321.1,52,309.3,7.5,D,Shrubland,February,morning,No
1440,323.2,65,309.2,9.3,D,Shrubland,February,morning,No
1441,329.2,76,308.4,16.8,D,Shrubland,February,morning,No
1442,320.9,56,307.1,7.5,D,Shrubland,February,morning,No
1443,320.1,55,307.2,6.9,D,Shrubland,February,morning,No
1444,326.7,75,310.5,13.1,D,Shrubland,February,morning,No
1445,304.7,61,293.1,8.8,N,Shrubland,February,evening,No
1446,313.6,51,301.6,6.6,D,Shrubland,February,morning,No
1447,323.0,72,303.8,50.0,D,Shrubland,February,morning,No
1448,322.7,71,303.3,48.2,D,Shrubland,February,morning,No
1449,316.9,61,301.6,7.3,D,Shrubland,February,morning,No
1450,323.1,71,302.4,22.8,D,Shrubland,February,morning,No
1451,321.8,55,304.3,13.4,D,Shrubland,February,morning,No
1452,325.1,71,304.0,16.7,D,Shrubland,February,morning,No
1453,316.6,58,299.7,44.3,D,Shrubland,February,morning,No
1454,312.4,33,291.3,49.5,D,Shrubland,February,morning,No
1455,333.5,82,306.5,24.1,D,Shrubland,February,morning,No
1456,323.3,36,306.0,10.4,D,Shrubland,February,morning,No
1457,323.2,64,308.5,10.2,D,Shrubland,February,morning,No
1458,320.6,46,306.9,6.0,D,Shrubland,February,morning,No
1459,325.0,67,308.9,11.1,D,Shrubland,February,morning,No
1460,327.7,72,307.2,13.2,D,Shrubland,February,morning,No
1461,326.0,65,308.6,12.1,D,Shrubland,February,morning,No
1462,338.2,86,307.4,30.5,D,Shrubland,February,morning,No
1463,319.8,53,307.1,6.8,D,Shrubland,February,morning,No
1464,319.7,23,306.9,6.4,D,Shrubland,February,morning,No
1465,346.7,92,305.1,46.4,D,Shrubland,February,morning,No
1466,369.0,100,309.3,109.5,D,Shrubland,February,morning,No
1467,327.9,76,307.4,15.7,D,Shrubland,February,morning,No
1468,324.8,69,308.1,9.4,D,Shrubland,February,morning,No
1469,329.6,56,305.7,16.1,D,Shrubland,February,morning,No
1470,335.0,84,311.8,24.4,D,Shrubland,February,morning,No
1471,340.5,88,304.9,34.8,D,Shrubland,February,morning,No
1472,315.2,91,294.4,13.3,N,Shrubland,February,evening,No
1473,305.2,32,292.9,5.8,N,Shrubland,February,evening,No
1474,319.8,70,302.4,27.9,D,Shrubland,February,morning,No
1475,317.1,60,302.3,24.7,D,Shrubland,February,morning,No
1476,317.9,54,302.6,21.5,D,Shrubland,February,morning,No
1477,318.8,52,302.6,28.1,D,Shrubland,February,morning,No
1478,321.9,49,309.0,8.7,D,Shrubland,February,morning,No
1479,319.1,46,306.8,7.1,D,Shrubland,February,morning,No
1480,319.9,57,308.5,7.7,D,Shrubland,February,morning,No
1481,317.8,30,307.3,5.2,D,Shrubland,February,morning,No
1482,334.7,73,313.0,24.9,D,Shrubland,February,morning,No
1483,326.7,53,308.9,13.6,D,Shrubland,February,morning,No
1484,326.6,74,312.9,12.8,D,Shrubland,February,morning,No
1485,326.8,73,309.0,14.2,D,Shrubland,February,morning,No
1486,326.1,68,311.9,14.3,D,Shrubland,February,morning,No
1487,353.3,96,313.0,63.4,D,Shrubland,February,morning,No
1488,321.3,50,307.8,10.1,D,Shrubland,February,morning,No
1489,322.2,58,308.4,10.9,D,Shrubland,February,morning,No
1490,321.9,33,309.0,9.4,D,Shrubland,February,morning,No
1491,335.0,77,310.2,32.2,D,Shrubland,February,morning,No
1492,325.8,67,310.1,15.6,D,Shrubland,February,morning,No
1493,331.2,79,308.6,17.4,D,Shrubland,February,morning,No
1494,328.3,75,311.0,14.2,D,Shrubland,February,morning,No
1495,335.4,83,310.4,23.8,D,Shrubland,February,morning,No
1496,330.0,67,309.9,14.1,D,Shrubland,February,morning,No
1497,338.9,79,312.8,25.6,D,Shrubland,February,morning,No
1498,330.1,41,311.3,13.6,D,Shrubland,February,morning,No
1499,343.3,90,309.3,39.7,D,Shrubland,February,morning,No
1500,333.6,82,308.2,22.4,D,Shrubland,February,morning,No
1501,322.9,63,307.1,10.5,D,Shrubland,February,morning,No
1502,322.9,64,307.7,10.4,D,Shrubland,February,morning,No
1503,321.6,51,307.4,6.6,D,Shrubland,February,morning,No
1504,325.2,68,310.3,9.8,D,Shrubland,February,morning,No
1505,317.2,34,305.4,9.3,D,Shrubland,February,morning,No
1506,316.0,50,304.9,7.1,D,Shrubland,February,morning,No
1507,324.4,73,307.8,14.9,D,Shrubland,February,morning,No
1508,318.6,50,307.3,6.6,D,Shrubland,February,morning,No
1509,319.0,58,307.1,8.0,D,Shrubland,February,morning,No
1510,325.0,74,306.3,14.9,D,Shrubland,February,morning,No
1511,327.8,78,306.9,17.0,D,Shrubland,February,morning,No
1512,324.7,74,307.5,13.7,D,Shrubland,February,morning,No
1513,317.7,61,301.7,14.2,D,Shrubland,February,morning,No
1514,321.5,56,305.8,49.0,D,Shrubland,February,morning,No
1515,319.9,46,307.9,30.0,D,Shrubland,February,morning,No
1516,318.7,40,305.1,33.2,D,Shrubland,February,morning,No
1517,327.7,75,306.2,83.0,D,Shrubland,February,morning,No
1518,322.3,64,307.0,50.9,D,Shrubland,February,morning,No
1519,320.3,39,305.2,37.0,D,Shrubland,February,morning,No
1520,323.8,60,306.3,57.8,D,Shrubland,February,morning,No
1521,322.7,46,308.5,29.9,D,Shrubland,February,morning,No
1522,319.4,55,308.9,14.8,D,Shrubland,February,morning,No
1523,329.2,77,310.3,26.4,D,Shrubland,February,morning,No
1524,319.9,35,307.2,12.4,D,Shrubland,February,morning,No
1525,332.1,81,312.0,33.4,D,Shrubland,February,morning,No
1526,334.3,83,310.3,39.0,D,Shrubland,February,morning,No
1527,333.3,72,307.5,39.1,D,Shrubland,February,morning,No
1528,337.3,85,308.3,52.4,D,Shrubland,February,morning,No
1529,309.5,78,295.4,10.9,N,Shrubland,February,evening,No
1530,311.1,82,297.8,11.8,N,Shrubland,February,evening,No
1531,326.7,100,298.4,31.9,N,Shrubland,February,evening,No
1532,309.6,70,296.2,9.9,N,Shrubland,February,evening,No
1533,325.9,74,309.4,13.9,D,Shrubland,February,morning,No
1534,323.4,70,307.3,10.6,D,Shrubland,February,morning,No
1535,322.4,57,310.4,8.0,D,Shrubland,February,morning,No
1536,327.3,72,311.7,13.4,D,Shrubland,February,morning,No
1537,330.4,79,309.4,17.2,D,Shrubland,February,morning,No
1538,321.0,44,309.8,5.0,D,Shrubland,February,morning,No
1539,323.4,61,310.8,7.6,D,Shrubland,February,morning,No
1540,324.8,54,309.1,9.5,D,Shrubland,February,morning,No
1541,323.4,67,311.9,8.8,D,Shrubland,February,morning,No
1542,321.2,60,308.9,7.4,D,Shrubland,February,morning,No
1543,328.0,63,314.8,11.7,D,Shrubland,February,morning,No
1544,327.0,70,308.4,12.9,D,Shrubland,February,morning,No
1545,326.0,61,311.6,25.0,D,Shrubland,February,morning,No
1546,325.7,57,305.9,33.4,D,Shrubland,February,morning,No
1547,326.8,43,311.5,23.5,D,Shrubland,February,morning,No
1548,326.3,51,311.9,21.8,D,Shrubland,February,morning,No
1549,324.9,54,311.7,19.1,D,Shrubland,February,morning,No
1550,333.6,77,313.3,26.5,D,Shrubland,February,morning,No
1551,333.8,78,314.7,28.4,D,Shrubland,February,morning,No
1552,327.8,68,313.5,18.8,D,Shrubland,February,morning,No
1553,331.0,75,313.4,27.2,D,Shrubland,February,morning,No
1554,332.6,70,315.0,26.0,D,Shrubland,February,morning,No
1555,318.6,69,302.6,7.7,D,Built-up,January,morning,No
1556,315.4,59,299.5,8.8,D,Built-up,January,morning,No
1557,311.8,46,299.8,6.0,D,Built-up,January,morning,No
1558,317.0,69,302.0,9.3,D,Built-up,January,morning,No
1559,317.2,53,300.0,29.3,D,Built-up,January,morning,No
1560,316.8,57,300.8,27.5,D,Built-up,January,morning,No
1561,324.6,77,303.7,44.0,D,Built-up,January,morning,No
1562,328.7,81,305.8,58.6,D,Built-up,January,morning,No
1563,317.1,58,303.6,8.3,D,Built-up,January,morning,No
1564,311.2,58,297.0,21.9,D,Built-up,January,morning,No
1565,318.6,73,296.9,41.0,D,Built-up,January,morning,No
1566,314.1,61,300.5,10.7,D,Built-up,January,morning,No
1567,316.6,53,304.2,6.1,D,Built-up,January,morning,No
1568,316.4,52,304.1,5.9,D,Built-up,January,morning,No
1569,320.8,58,308.6,7.5,D,Built-up,January,morning,No
1570,317.8,65,305.7,7.6,D,Built-up,January,morning,No
1571,317.4,59,306.1,7.2,D,Built-up,January,morning,No
1572,315.3,47,305.1,6.1,D,Built-up,January,morning,No
1573,323.7,65,304.8,13.0,D,Built-up,January,morning,No
1574,321.7,73,305.7,9.9,D,Built-up,January,morning,No
1575,331.9,84,308.2,22.3,D,Built-up,January,morning,No
1576,314.1,56,302.9,5.4,D,Built-up,January,morning,No
1577,331.2,80,309.3,20.7,D,Built-up,January,morning,No
1578,319.0,65,304.9,8.8,D,Built-up,January,morning,No
1579,331.2,83,303.8,22.9,D,Built-up,January,morning,No
1580,321.1,56,309.3,10.5,D,Built-up,January,morning,No
1581,319.0,69,302.6,10.0,D,Built-up,January,morning,No
1582,322.0,65,306.2,11.0,D,Built-up,January,morning,No
1583,356.3,98,309.2,77.4,D,Built-up,January,morning,No
1584,321.6,66,310.0,16.0,D,Built-up,January,morning,No
1585,316.0,40,305.8,8.7,D,Built-up,January,morning,No
1586,327.2,70,307.8,16.9,D,Built-up,January,morning,No
1587,313.6,55,303.4,6.0,D,Built-up,January,morning,No
1588,316.4,54,303.4,5.7,D,Built-up,January,morning,No
1589,315.2,63,303.8,9.3,D,Built-up,January,morning,No
1590,314.2,55,303.3,11.1,D,Built-up,January,morning,No
1591,319.5,53,306.5,19.5,D,Built-up,January,morning,No
1592,300.4,28,283.6,6.6,N,Built-up,January,evening,No
1593,314.3,56,300.2,7.8,D,Built-up,January,morning,No
1594,322.7,76,300.5,17.2,D,Built-up,January,morning,No
1595,317.5,62,305.3,8.3,D,Built-up,January,morning,No
1596,319.5,45,307.7,10.1,D,Built-up,January,morning,No
1597,318.8,39,305.0,8.2,D,Built-up,January,morning,No
1598,320.2,69,304.5,11.0,D,Built-up,January,morning,No
1599,321.6,66,310.9,8.6,D,Built-up,January,morning,No
1600,318.2,55,308.0,6.2,D,Built-up,January,morning,No
1601,321.2,61,307.0,9.6,D,Built-up,January,morning,No
1602,319.0,49,307.7,7.0,D,Built-up,January,morning,No
1603,324.2,74,307.1,14.2,D,Built-up,January,morning,No
1604,320.8,43,307.1,7.6,D,Built-up,January,morning,No
1605,321.1,59,306.9,8.5,D,Built-up,January,morning,No
1606,329.6,76,309.4,15.2,D,Built-up,January,morning,No
1607,316.9,49,305.8,7.7,D,Built-up,January,morning,No
1608,306.4,68,285.4,23.8,N,Built-up,January,afternoon,No
1609,327.2,77,306.5,17.8,D,Built-up,January,morning,No
1610,322.8,71,307.1,10.5,D,Built-up,January,morning,No
1611,326.8,76,307.3,14.0,D,Built-up,January,morning,No
1612,323.9,67,307.8,10.8,D,Built-up,January,morning,No
1613,322.7,70,307.7,9.6,D,Built-up,January,morning,No
1614,328.9,80,306.1,18.1,D,Built-up,January,morning,No
1615,320.7,65,307.2,10.2,D,Built-up,January,morning,No
1616,321.4,72,308.8,9.7,D,Built-up,January,morning,No
1617,319.2,59,306.2,8.8,D,Built-up,January,morning,No
1618,318.4,48,307.2,6.9,D,Built-up,January,morning,No
1619,317.7,44,306.5,5.5,D,Built-up,January,morning,No
1620,315.9,62,297.8,10.7,D,Built-up,January,morning,No
1621,315.4,69,301.5,17.6,D,Built-up,January,morning,No
1622,319.3,70,301.5,13.3,D,Built-up,January,morning,No
1623,318.9,61,302.5,11.6,D,Built-up,January,morning,No
1624,316.0,50,301.3,10.3,D,Built-up,January,morning,No
1625,309.5,23,283.6,10.9,D,Built-up,January,morning,No
1626,312.5,57,294.6,5.5,D,Built-up,January,morning,No
1627,317.6,57,292.9,18.5,D,Built-up,January,morning,No
1628,305.2,63,288.6,7.4,N,Built-up,January,evening,No
1629,316.1,46,301.8,7.7,D,Built-up,January,morning,No
1630,328.3,82,302.8,21.5,D,Built-up,January,morning,No
1631,330.4,83,301.1,24.5,D,Built-up,January,morning,No
1632,318.8,62,306.0,12.8,D,Built-up,January,morning,No
1633,324.1,74,306.3,17.6,D,Built-up,January,morning,No
1634,326.0,76,306.1,21.5,D,Built-up,January,morning,No
1635,318.5,49,304.8,7.0,D,Built-up,January,morning,No
1636,322.1,48,306.0,9.7,D,Built-up,January,morning,No
1637,321.1,60,308.6,6.6,D,Built-up,January,morning,No
1638,321.5,61,307.5,7.0,D,Built-up,January,morning,No
1639,325.2,73,307.2,12.0,D,Built-up,January,morning,No
1640,327.2,76,308.9,12.7,D,Built-up,January,morning,No
1641,322.0,42,308.0,7.3,D,Built-up,January,morning,No
1642,322.3,51,307.8,8.8,D,Built-up,January,morning,No
1643,316.1,55,303.5,7.3,D,Built-up,January,morning,No
1644,324.9,66,307.9,12.3,D,Built-up,January,morning,No
1645,331.5,81,307.9,21.3,D,Built-up,January,morning,No
1646,327.8,77,307.8,15.3,D,Built-up,January,morning,No
1647,330.8,81,309.9,20.8,D,Built-up,January,morning,No
1648,319.7,29,307.2,6.6,D,Built-up,January,morning,No
1649,324.9,69,306.6,13.6,D,Built-up,January,morning,No
1650,324.9,74,301.8,17.5,D,Built-up,January,morning,No
1651,321.9,66,306.2,9.9,D,Built-up,January,morning,No
1652,321.1,42,309.7,10.5,D,Built-up,January,morning,No
1653,332.0,82,307.8,23.8,D,Built-up,January,morning,No
1654,332.7,66,308.3,25.1,D,Built-up,January,morning,No
1655,324.0,21,308.3,14.2,D,Built-up,January,morning,No
1656,322.6,69,308.9,9.2,D,Built-up,January,morning,No
1657,315.2,40,302.5,6.9,D,Built-up,January,morning,No
1658,318.2,64,304.5,8.7,D,Built-up,January,morning,No
1659,321.2,70,303.7,12.1,D,Built-up,January,morning,No
1660,318.2,45,304.7,8.3,D,Built-up,January,morning,No
1661,318.7,54,306.8,6.6,D,Built-up,January,morning,No
1662,316.4,61,304.5,6.1,D,Built-up,January,morning,No
1663,317.8,60,302.6,11.9,D,Built-up,January,morning,No
1664,324.8,78,302.3,24.8,D,Built-up,January,morning,No
1665,317.9,65,301.8,12.4,D,Built-up,January,morning,No
1666,302.0,46,289.6,5.5,N,Built-up,January,evening,No
1667,317.9,57,304.7,7.2,D,Built-up,January,morning,No
1668,325.8,76,302.5,15.9,D,Built-up,January,morning,No
1669,314.0,45,301.0,5.5,D,Built-up,January,morning,No
1670,310.7,33,295.3,18.0,D,Built-up,January,morning,No
1671,312.8,45,300.8,22.4,D,Built-up,January,morning,No
1672,312.3,38,300.0,21.2,D,Built-up,January,morning,No
1673,318.1,69,302.4,8.6,D,Built-up,February,morning,No
1674,316.6,65,301.9,8.4,D,Built-up,February,morning,No
1675,326.0,62,312.5,9.3,D,Built-up,February,morning,No
1676,327.5,65,314.6,8.5,D,Built-up,February,morning,No
1677,322.2,51,307.8,7.7,D,Built-up,February,morning,No
1678,325.3,57,310.6,7.5,D,Built-up,February,morning,No
1679,332.9,76,313.9,15.0,D,Built-up,February,morning,No
1680,332.9,82,312.1,24.4,D,Built-up,February,morning,No
1681,323.4,63,304.9,9.4,D,Built-up,February,morning,No
1682,325.1,72,307.7,12.0,D,Built-up,February,morning,No
1683,328.3,77,307.3,16.3,D,Built-up,February,morning,No
1684,321.0,68,305.5,10.7,D,Built-up,February,morning,No
1685,321.9,66,305.7,21.5,D,Built-up,February,morning,No
1686,322.8,70,307.2,11.7,D,Built-up,February,morning,No
1687,329.4,79,310.7,21.3,D,Built-up,February,morning,No
1688,326.4,58,308.2,21.8,D,Built-up,February,morning,No
1689,334.4,84,308.5,36.2,D,Built-up,February,morning,No
1690,325.6,67,312.5,13.9,D,Built-up,February,morning,No
1691,334.3,83,305.4,95.5,D,Built-up,February,morning,No
1692,320.3,51,305.3,31.8,D,Built-up,February,morning,No
1693,303.5,55,290.7,5.2,N,Built-up,February,evening,No
1694,312.2,49,297.9,6.3,D,Built-up,February,morning,No
1695,318.4,55,298.5,11.6,D,Built-up,February,morning,No
1696,334.3,62,313.3,20.9,D,Built-up,February,morning,No
1697,324.3,61,308.8,8.1,D,Built-up,February,morning,No
1698,323.6,72,300.1,21.0,D,Built-up,February,morning,No
1699,314.2,52,294.7,11.4,D,Built-up,February,morning,No
1700,323.7,54,311.0,6.7,D,Built-up,February,morning,No
1701,325.9,62,311.9,7.0,D,Built-up,February,morning,No
1702,325.0,48,310.2,7.6,D,Built-up,February,morning,No
1703,320.1,60,302.8,10.3,D,Built-up,February,morning,No
1704,328.3,74,310.6,13.2,D,Built-up,February,morning,No
1705,327.0,61,316.4,16.6,D,Built-up,February,morning,No
1706,324.6,37,312.9,10.1,D,Built-up,February,morning,No
1707,324.7,67,312.1,7.9,D,Built-up,February,morning,No
1708,330.8,78,307.1,22.7,D,Built-up,February,morning,No
1709,333.1,80,312.6,21.0,D,Built-up,February,morning,No
1710,338.2,85,311.9,28.0,D,Built-up,February,morning,No
1711,334.0,81,313.7,20.4,D,Built-up,February,morning,No
1712,324.7,65,310.0,12.1,D,Built-up,February,morning,No
1713,344.4,90,313.1,39.1,D,Built-up,February,morning,No
